participant_id,Gender,Age,Ethnicity,Task_Order,Experimenter,Condition,Incentive ,Comments,Unnamed: 5,PI_Enticing,PI_Alive,PI_Safe,PI_Good,PI_Changing,PI_Hierarchical,PI_Understandable,PI_AboutMe,PI_Abundant,PI_Acceptable,PI_Beautiful,PI_Cooperative,PI_Funny,PI_Harmless,PI_Improvable,PI_Intentional,PI_Interconnected,PI_Interesting,PI_Just,PI_Meaningful,PI_NeedsMe,PI_Pleasurable,PI_Progressing,PI_Regenerative,PI_Stable,PI_WorthExploring,MAIA_Noticing,MAIA_NotDistracting,MAIA_NotWorrying,MAIA_AttentionRegulation,MAIA_EmotionalAwareness,MAIA_SelfRegulation,MAIA_BodyListening,MAIA_Trusting,PI_Beautiful_4_GE,PI_Regenerative_4_GS_R,PI_Good_1_G_R,PI_Understandable_4_G,PI_Stable_4_GS_R,PI_Regenerative_3_GS,PI_Understandable_2_G_R,PI_Cooperative_1_GS_R,PI_Abundant_2_GE,PI_Changing_5_R,PI_Acceptable_2_R,PI_Hierarchical_4,PI_Just_4_GS,PI_Meaningful_1_GE,PI_Changing_3,PI_Stable_1_GS_R,PI_NeedsMe_3_GA_R,PI_Enticing_1_GE,PI_Harmless_4_GS,PI_Harmless_3_GS,PI_Cooperative_4_GS,PI_Understandable_1_G,PI_Changing_1,PI_WorthExploring_1_GE,PI_Harmless_1_GS,PI_Harmless_2_GS_R,PI_Funny_1_GE,PI_Intentional_2_A,PI_Harmless_5_GS_R,PI_Just_2_GA,PI_Funny_2_GE,PI_Beautiful_1_GE,PI_Hierarchical_5,PI_Pleasurable_4_GS,PI_Interconnected_2_R,PI_Intentional_5_A_R,PI_Progressing_2_GS_R,PI_Hierarchical_3_R,PI_Interesting_1_GE_R,PI_Intentional_1_A,PI_Interesting_4_GE_R,PI_Abundant_4_GE,PI_Regenerative_1_GS,PI_WorthExploring_3_GE,PI_Stable_3_GS_R,PI_Progressing_1_GS_R,PI_Understandable_3_G_R,PI_Improvable_2_G_R,PI_Beautiful_2_GE_R,PI_Improvable_5_GE,PI_Meaningful_3_GE_R,PI_AboutMe_4,PI_Acceptable_4_R,PI_NeedsMe_4_GA,PI_Stable_2_GS,PI_Improvable_1_G,PI_Improvable_4_GE,PI_Funny_3_G_R,PI_Funny_4_GE,PI_WorthExploring_2_GE_R,PI_WorthExploring_4_GE,PI_Pleasurable_3_GS_R,PI_AboutMe_1_A,PI_Interesting_2_GE_R,PI_Progressing_3_GS,PI_Improvable_3_GE,PI_Pleasurable_1_GS_R,PI_Interesting_3_GE,PI_AboutMe_5_A,PI_Changing_2,PI_Hierarchical_1,PI_Just_5_GS_R,PI_NeedsMe_2_GA,PI_Hierarchical_2,PI_Pleasurable_2_GS,PI_Cooperative_3_GS_R,PI_Abundant_1_GE,PI_Enticing_2_GE,PI_Acceptable_1_R,PI_Pleasurable_5_GS,PI_Meaningful_4_GE_R,PI_AboutMe_2_A,PI_Abundant_3_GE_R,PI_Regenerative_2_GS_R,PI_Interconnected_4,PI_AboutMe_3_A_R,PI_Just_3_GS,PI_Interconnected_3,PI_Just_1_G,PI_Intentional_4_A_R,PI_Beautiful_3_GE,PI_Intentional_3_A,PI_Meaningful_2_GE_R,PI_Acceptable_3,PI_Progressing_4_GS,PI_Changing_4,PI_NeedsMe_1_GA,PI_Cooperative_2_GS_R,PI_Interconnected_1,MAIA_NotWorrying_5_R,MAIA_NotDistracting_1_R,MAIA_NotDistracting_2_R,MAIA_NotWorrying_1_R,MAIA_EmotionalAwareness_2,MAIA_SelfRegulation_3,MAIA_NotDistracting_6_R,MAIA_Noticing_1,MAIA_AttentionRegulation_3,MAIA_Trusting_1,MAIA_NotDistracting_3_R,MAIA_BodyListening_2,MAIA_NotDistracting_5_R,MAIA_Noticing_2,MAIA_Trusting_2,MAIA_AttentionRegulation_4,MAIA_EmotionalAwareness_5,MAIA_EmotionalAwareness_3,MAIA_Noticing_4,MAIA_NotWorrying_3,MAIA_Noticing_3,MAIA_SelfRegulation_2,MAIA_BodyListening_1,MAIA_NotWorrying_4,MAIA_AttentionRegulation_6,MAIA_EmotionalAwareness_4,MAIA_Trusting_3,MAIA_AttentionRegulation_7,MAIA_NotDistracting_4_R,MAIA_SelfRegulation_4,MAIA_AttentionRegulation_2,MAIA_EmotionalAwareness_1,MAIA_AttentionRegulation_1,MAIA_SelfRegulation_1,MAIA_NotWorrying_2_R,MAIA_BodyListening_3,MAIA_AttentionRegulation_5,IAS_16,IAS_14,IAS_5,IAS_10,IAS_19,IAS_15,IAS_20,IAS_18,IAS_8,IAS_3,IAS_9,IAS_11,IAS_4,IAS_21,IAS_6,IAS_17,IAS_2,IAS_1,IAS_7,IAS_13,IAS_12,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SampEn,HRV_HF,HRV_HFD,HRV_LFHF,HRV_IALS,HRV_Ca,HRV_AI,HCT_Accuracy,HCT_Sensibility,HCT_Awareness,HRV_MeanNN_HCT,HRV_SDNN_HCT,HRV_RMSSD_HCT
sub-100,Female,19.0,Hispanic,Questionnaire_First,Exp5,Questionaire,Credits_4,"EEG mostly good but some artifacts and small spikes on the TP sensors throughout. ECG really good throughout! RSP VERY bad throughout, would have a smooth wave then a long flat line (varying in length, sometimes 2-3 seconds, sometimes more like 6-7 seconds) before another large wave, was a consistent pattern but not what it's supposed to look like; made band tighter and looser but this pattern remained throughout.",,0.6877777777777777,0.515,0.344,0.4422535211267605,0.772,0.396,0.1999999999999999,0.782,0.7449999999999999,0.0849999999999999,0.5675,0.595,0.39,0.012,0.476,0.4279999999999999,0.935,0.7274999999999999,0.14,0.6499999999999999,0.37,0.356,0.4575,0.5,0.2375,0.6900000000000001,0.59,0.45,0.416,0.4571428571428572,0.34,0.1425,0.4666666666666666,0.5499999999999999,0.43,0.65,0.59,0.05,1.0,0.44,0.68,0.0,0.59,0.16,1.0,0.27,0.4,0.82,1.0,0.62,0.63,0.72,0.0,0.0,0.49,0.36,0.56,0.73,0.0,1.0,0.29,0.25,0.94,0.0,0.42,0.33,0.28,0.33,0.05,0.32,0.8,0.36,0.12,0.58,0.23,0.76,0.32,0.68,0.72,0.39,0.93,0.76,0.23,0.83,0.66,0.88,0.66,0.39,0.29,0.57,0.31,0.75,0.6,0.31,0.66,0.67,0.71,0.33,0.75,0.43,0.65,0.59,0.9,0.75,0.66,0.7,0.37,0.13,0.18,0.42,1.0,0.83,1.0,0.59,0.17,0.65,0.37,0.59,1.0,0.23,0.0,0.79,0.0,0.76,0.74,0.39,0.39,0.0,0.27,0.71,0.35,0.69,1.0,0.71,0.72,0.69,0.27,0.67,0.07,0.32,0.27,0.32,0.29,0.58,0.12,0.25,0.83,0.49,0.24,0.3,0.37,0.65,0.33,0.61,0.24,0.65,0.39,0.57,0.29,0.87,0.66,0.74,0.0,0.62,0.07,0.11,0.26,0.66,0.63,0.68,0.09,0.81,0.75,0.94,0.6,0.77,0.87,0.76,1.0,0.67,0.95,1.0,0.86,0.43,0.75,1.0,0.2,0.55,0.72,0.96,0.85,491.4174358974359,39.51779553378249,13.08822338500417,0.3929341345266995,0.0043403155666492,1.2672668297430634,7.547021637770949,0.2004264392324093,0.5874535194452859,50.04293518688453,0.0,0.0816666666666666,,502.1744867249318,27.85040428013141,9.607654455686282
sub-101,Female,19.0,Caucasian,Task_First,Exp7,Task,Credits_4,"ECG good throughout. EEG slightly noisy on TP9 and TP10, all sensors very noisy during TAP slow trial. RSP very noisy, seemed to be picking up heartbeat a lot, some clear waves during RS but very bad during tasks, belt was loosened a lot and not close to heart but we couldn't figure out the problem (possibly lack of body fat and heart close to chest?).", ,0.8999999999999999,0.5,0.8233333333333335,0.7338028169014086,0.61,0.346,0.475,0.444,0.77,0.2975,0.9525,0.8075,0.675,0.672,0.6679999999999999,0.5199999999999999,0.635,0.78,0.708,0.9175,0.545,0.8779999999999999,0.735,0.5,0.785,0.865,0.6749999999999999,0.2616666666666666,0.3819999999999999,0.6314285714285715,0.78,0.59,0.68,0.7466666666666667,1.0,0.2,0.04,0.61,0.17,0.83,0.55,0.16,0.67,0.53,0.9,0.28,0.65,0.89,0.59,0.08,0.47,0.57,0.73,0.57,0.67,0.54,0.67,0.91,0.77,0.3,0.55,0.55,0.41,0.65,0.67,0.89,0.31,0.91,0.12,0.67,0.24,0.6,0.02,0.59,0.25,0.76,0.9,0.79,0.24,0.1,0.7,0.37,0.04,0.75,0.05,0.19,0.65,0.54,0.63,0.59,0.77,0.26,0.74,0.06,0.82,0.16,0.5,0.29,0.75,0.6,0.04,0.68,0.54,0.59,0.38,0.2,0.64,0.36,0.84,0.08,0.67,0.71,0.71,0.84,0.0,0.39,0.02,0.07,0.71,0.4,0.84,0.28,0.6,0.46,0.96,0.59,0.17,0.45,0.53,0.73,0.47,0.2,0.67,0.64,0.65,0.61,0.71,0.82,0.6,0.85,0.71,0.67,0.8,0.77,0.56,0.83,0.73,0.76,0.69,0.83,0.82,0.59,0.32,0.67,0.58,0.71,0.57,0.65,0.71,0.68,0.64,0.72,0.57,0.65,0.72,0.6,0.61,0.63,0.77,0.52,0.61,0.62,0.98,0.76,0.83,0.82,0.74,0.8,0.81,0.65,0.77,0.8,0.93,0.87,0.7,0.96,0.93,0.76,0.92,0.72,0.77,814.0984719864176,58.6602736248548,35.24809422165266,1.2776335124334073,0.0048700119624686,1.7190357089759043,3.225229586501726,0.317948717948718,0.5455129705567517,50.16208448309105,0.7571187584345479,0.4966666666666666,0.4285714285714286,901.2009093222327,46.9379475255534,39.35594341716677
sub-102,Female,19.0,Arab,Questionnaire_First,Exp7,Questionaire,Credits_4,"EEG very large spikes and noisy segments throughout on TP9, TP10 also slightly noisy, during TAP slow trial AF7 was noisy from 5:00 to 5:30, stopped recording at 9 minutes during TAP, back on for HCT. RSP good, clear peaks. ECG good.",,0.6355555555555555,0.29,0.568,0.6797183098591549,0.4439999999999999,0.678,0.3974999999999999,0.746,0.96,0.3975,0.8575,0.365,0.8500000000000001,0.5599999999999999,0.7060000000000001,0.636,0.7825000000000001,0.7250000000000001,0.8859999999999999,0.3525,0.66,0.7699999999999999,0.7250000000000001,0.3974999999999999,0.4399999999999999,0.985,0.8374999999999999,0.08,0.566,0.5528571428571428,0.874,0.96,0.7666666666666666,0.98,1.0,0.07,0.16,0.4,0.87,0.98,0.35,0.69,1.0,0.39,0.72,0.96,1.0,0.21,0.18,0.37,0.42,0.95,0.57,0.62,0.36,0.12,0.34,1.0,0.66,0.78,0.7,0.81,0.27,0.89,1.0,1.0,0.34,1.0,0.22,0.99,0.23,0.39,0.15,1.0,0.28,1.0,1.0,1.0,0.39,0.24,0.58,0.54,0.57,0.78,0.44,0.93,0.62,0.56,0.39,0.92,0.7,0.23,0.93,0.06,1.0,0.67,0.89,0.26,0.81,0.67,0.04,0.59,0.82,0.38,0.7,0.29,0.92,0.78,0.72,0.62,1.0,1.0,0.7,0.84,0.54,0.88,0.16,0.36,0.74,0.79,0.94,0.73,0.89,0.64,1.0,1.0,0.82,0.63,0.56,0.71,0.58,0.59,0.88,0.53,0.72,0.93,0.08,0.84,0.96,0.95,0.95,0.91,0.94,1.0,0.88,0.94,1.0,1.0,0.56,0.92,1.0,0.71,0.7,0.69,1.0,0.95,0.65,0.31,1.0,1.0,0.61,0.98,0.88,0.17,0.61,0.58,1.0,0.91,0.47,0.73,1.0,0.9,0.94,1.0,0.96,1.0,0.96,0.07,0.1,0.89,1.0,0.92,1.0,0.98,1.0,1.0,0.9,0.22,0.75,0.75,1.0,862.5621621621622,94.98860472608064,87.29090540293979,1.579759969521581,0.0483064462849797,1.935258924065777,0.289510268702916,0.3725135623869801,0.5168232470454778,50.51491789689501,0.7201003201003201,0.115,0.753702346348183,988.71455336792,80.50842803879121,85.90198728371332
sub-103,Female,21.0,Caucasian,Task_First,Exp7,Task,Credits_4,"EEG started very noisy on TP9 and TP10 in RS, but stabilised, with occasional TP9 noise, this noise continued in the TAP but was otherwise ok, during the HCT TP10 had a large peak around 2:00, Muse turned off at 2:30, paused between trials and resumed at 4:25. ECG had slightly irregular s-peaks throughout. Breathing was slightly noisy throughout, was slightly blocky during TAP due to participant's posture: belt readjusted from 2:20 - 2:50.",,0.9711111111111111,0.5475,0.6766666666666666,0.6394366197183099,0.762,0.266,0.295,0.258,0.8999999999999999,0.05,0.9575,0.6775,0.7249999999999999,0.2699999999999999,0.8320000000000001,0.528,0.3825,0.9075,0.558,0.8875,0.1925,0.5539999999999999,0.315,0.55,0.63,0.9025,0.8875,0.42,0.708,0.6842857142857143,0.8960000000000001,0.8099999999999999,0.7666666666666667,0.91,0.94,0.04,0.0,0.28,0.54,1.0,0.77,0.05,0.84,0.02,1.0,0.12,0.47,0.55,0.66,0.0,0.69,0.79,0.2,0.24,0.41,0.18,0.79,0.75,0.06,0.52,0.71,0.66,0.63,0.63,0.59,1.0,0.62,0.3,0.88,0.64,0.66,0.62,0.0,0.18,0.0,0.77,0.76,0.94,0.25,0.61,0.51,0.0,0.04,0.71,0.0,0.16,0.82,0.22,0.31,0.68,0.94,0.1,0.7,0.02,0.94,0.29,0.29,0.19,0.25,0.83,0.13,0.82,0.02,0.59,0.1,0.48,0.24,0.11,0.34,0.54,1.0,0.78,1.0,0.55,0.0,0.11,0.01,0.0,0.45,0.29,0.98,0.31,0.19,0.19,0.93,0.63,0.0,0.02,0.28,0.79,0.0,0.11,0.65,0.39,0.27,0.9,0.27,0.94,0.69,0.61,0.55,0.97,0.95,0.99,0.56,0.34,1.0,1.0,0.63,0.93,1.0,1.0,0.96,1.0,0.9,0.93,0.78,0.71,0.83,0.78,0.9,0.37,0.81,0.54,0.78,0.75,0.84,0.54,0.81,0.29,1.0,1.0,1.0,1.0,0.53,0.97,0.91,0.86,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,0.82,0.93,1.0,1.0,1.0,635.8074369189907,50.3112860412982,29.17401249946857,0.7951102780019901,0.0037080391615857,1.7295779817948154,1.5356187700035804,0.2677376171352075,0.5617237586969598,49.64284077865628,0.7008793761407001,0.2116666666666666,-0.1159542071304896,688.6883069802367,61.50975484907051,37.85685377113584
sub-104,Male,19.0,Caucasian,Questionnaire_First,Exp7,Questionaire,Credits_4,"EEG good most of the time, spikes to around 100 on TP9 and TP10 occasionally in RS, spikes decreasd to around 60 for TAP and HCT. RSP was slightly blocky at points, had clear peaks during RS and TAP, for the first minute of the HCT waves became very shallow. ECG ok.",,0.68,0.485,0.436,0.5942253521126761,0.73,0.588,0.4299999999999999,0.372,0.8,0.065,0.5975,0.5349999999999999,0.75,0.414,0.674,0.6059999999999999,0.6950000000000001,0.6699999999999999,0.488,0.7475,0.475,0.708,0.43,0.445,0.3325,0.8225,0.72,0.3416666666666667,0.516,0.6842857142857142,0.6639999999999999,0.75,0.4766666666666666,0.8833333333333333,0.81,0.4,0.25,0.23,0.89,0.63,0.58,0.39,0.8,0.42,1.0,0.6,0.58,1.0,0.77,0.6,0.37,1.0,0.44,0.59,0.61,0.71,0.77,0.73,0.45,0.73,0.78,0.72,0.68,0.39,0.87,0.57,0.69,0.75,0.4,1.0,0.57,0.45,0.05,0.89,0.31,0.78,0.59,0.92,0.83,0.57,0.64,0.44,0.79,1.0,0.27,0.17,0.76,0.41,0.65,0.46,0.59,0.37,0.72,0.12,0.76,0.29,0.44,0.42,0.43,0.76,0.17,0.46,0.34,0.55,0.57,0.66,0.51,0.53,0.6,0.52,0.8,0.88,1.0,0.65,0.19,0.3,0.18,0.6,0.77,0.39,0.74,0.76,0.39,0.3,0.8,0.72,0.55,0.02,0.43,0.98,0.35,0.56,0.65,0.6,0.63,0.62,0.66,0.45,0.8,0.62,0.63,0.18,0.79,0.9,0.43,0.77,0.66,0.86,0.8,0.63,0.72,0.66,0.61,0.93,0.69,0.57,0.69,0.71,0.89,1.0,0.92,0.41,0.87,0.63,0.63,0.75,0.64,0.46,0.43,0.8,0.88,1.0,0.5,0.94,0.82,0.5,0.5,0.29,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,686.883787661406,43.86964898110039,24.185057904873187,0.9969988761894084,0.0042350560965286,1.5513213311354457,3.803793507625285,0.3072463768115942,0.5270053776771221,50.30954008756024,0.833270345175107,0.5216666666666666,-0.6667366910003157,719.8332817900297,61.331701401476,26.035206178799243
sub-105,Female,20.0,Caucasian,Task_First,Exp7,Task,Credits_4,"EEG slightly noisy throughout but was stable the majority of the time, AF7 hovered around 20 throughout with occasional huge spikes to around 800, TP9 and TP10 also had occasional spikes to around 100. RSP was noisy but showed clear peaks the majority of the time, maybe participant's shallow breathing? ECG good throughout.",,0.8333333333333334,0.3975,0.4673333333333333,0.6266197183098593,0.756,0.804,0.2325,0.354,0.9125,0.2125,0.7875000000000001,0.5675,0.965,0.5680000000000001,0.738,0.314,0.775,0.8575,0.35,0.7875,0.51,0.76,0.445,0.4524999999999999,0.2225,0.7025,0.7849999999999999,0.3533333333333333,0.3339999999999999,0.7157142857142856,0.932,0.38,0.62,0.8833333333333333,1.0,0.6,0.33,0.14,0.77,0.6,0.69,0.04,0.98,0.31,0.85,0.67,0.32,0.36,0.74,0.71,0.41,0.99,0.6,0.99,0.76,0.33,0.71,0.61,0.39,0.73,1.0,0.04,0.41,0.29,1.0,0.44,0.81,0.57,0.17,0.48,0.58,0.12,0.07,0.67,0.19,0.96,0.78,0.77,0.76,0.45,0.85,0.65,0.01,0.63,0.02,0.35,0.71,0.58,0.13,0.92,0.99,0.14,1.0,0.57,1.0,0.32,0.43,0.31,0.36,0.8,0.43,1.0,0.38,0.83,0.99,0.53,0.8,0.67,1.0,0.58,0.85,0.98,0.91,0.98,0.1,0.22,0.14,0.21,0.64,0.61,0.67,0.71,0.0,0.91,0.72,0.25,0.09,0.32,0.45,0.81,0.07,0.87,0.92,0.86,0.72,0.64,0.99,1.0,0.35,0.71,0.7,1.0,0.93,0.8,0.36,0.69,0.89,0.86,0.5,0.89,0.95,0.75,0.3,0.8,0.32,0.84,0.38,0.73,0.98,0.86,0.84,0.32,0.41,0.81,0.84,0.83,0.44,0.16,0.66,0.3,0.38,0.57,0.9,0.36,0.88,1.0,0.79,0.63,1.0,0.42,1.0,1.0,0.82,0.61,0.71,0.74,0.39,0.89,0.7,0.9,0.76,685.458452722063,35.53358980583236,17.631907053448966,1.2492190361802702,0.007925150378832,1.5882529596264283,4.121888599333362,0.4222873900293255,0.5184152248533961,49.98487949674102,0.5227581709619292,0.42,0.6957252427829381,769.671071119245,28.593333066256186,20.783151574394484
sub-106,Female,20.0,Caucasian,Questionnaire_First,Exp8,Questionaire,Credits_4,"ECG good throughout, EEG was good throughout but with a couple of very small artifacts. RSP was okay in RS with clear peaks and a bit of noise but was very bad throughout TAP and HCT with only a few clear peaks and lots of noise.",,0.4577777777777778,0.2225,0.4693333333333333,0.4974647887323943,0.496,0.442,0.36,0.04,0.54,0.215,0.7225,0.3725,0.6575,0.7,0.7140000000000001,0.376,0.595,0.635,0.384,0.0625,0.1025,0.598,0.3475,0.495,0.21,0.73,0.6225,0.1533333333333333,0.776,0.4914285714285714,0.518,0.2925,0.24,0.6366666666666666,0.81,0.36,0.34,0.0,0.82,0.72,0.57,0.45,0.6,0.31,0.97,0.3,0.2,0.0,0.31,0.65,0.78,0.82,0.77,0.66,0.31,0.35,0.56,0.6,0.66,0.33,0.36,0.77,0.26,0.2,0.85,0.89,0.25,0.83,0.73,0.71,0.73,0.59,0.3,0.05,0.16,0.35,0.61,0.86,0.85,0.6,0.34,0.09,0.65,0.85,0.79,0.1,0.66,0.14,0.16,0.81,0.73,0.39,0.81,0.31,0.77,0.37,0.02,0.37,0.37,0.27,0.37,0.37,0.02,0.6,0.54,0.47,0.01,0.71,0.58,0.67,0.55,0.92,0.75,0.32,0.96,0.05,0.34,0.33,0.74,0.99,0.33,0.62,0.66,0.63,0.84,0.4,1.0,0.24,0.35,0.32,0.04,0.7,0.75,0.32,0.94,0.83,0.1,0.81,0.37,0.79,0.67,0.57,0.75,0.94,0.19,0.74,0.59,0.42,0.66,0.32,0.17,0.57,0.7,0.66,0.05,0.3,0.84,0.63,0.7,0.74,0.67,0.84,0.38,0.28,0.59,0.29,0.37,0.24,0.23,0.34,0.23,0.65,0.9,0.3,0.53,0.92,0.05,0.13,1.0,0.34,0.83,0.61,0.85,0.15,0.91,0.66,0.84,0.3,0.59,0.69,0.6,679.6255319148936,26.54677048779609,12.91893155851661,1.3409160001828375,0.0037509383928388,1.5698257039346522,4.440368820634321,0.4196816208393632,0.5205520505301845,50.0688142170828,0.5413703964234982,0.3349999999999999,0.7714285714285715,750.5477462839305,47.538887669212194,28.902574027878384
sub-107,Female,20.0,Caucasian,Task_First,Exp8,Task,Credits_4,"ECG good throughout, EEG was good throughout but some spikes on TP9 and TP10, a few artifacts, RSP was good, clear peaks, a little noisy at times, muse turned off in the HCT at 02:20",,0.61,0.62,0.3186666666666667,0.5153521126760563,0.6619999999999999,0.674,0.3974999999999999,0.7460000000000001,0.7725,0.3475,0.505,0.2825,0.4599999999999999,0.336,0.61,0.6300000000000001,0.83,0.7025,0.536,0.75,0.7849999999999999,0.328,0.3299999999999999,0.3975,0.285,0.675,0.7025,0.34,0.328,0.5614285714285714,0.722,0.6200000000000001,0.48,0.6566666666666667,0.63,0.63,0.56,0.57,0.67,0.69,0.73,0.55,0.79,0.72,0.69,0.8,0.4,0.87,0.76,0.9,0.28,0.88,0.31,0.31,0.27,0.39,0.67,0.73,0.35,0.62,0.6,0.73,0.67,0.73,0.57,0.58,0.88,0.28,0.13,0.63,0.69,0.88,0.3,0.66,0.23,0.79,0.53,0.73,0.71,0.76,0.64,0.66,1.0,0.64,0.32,0.74,0.77,0.73,0.42,0.64,0.71,0.85,0.52,0.59,0.83,0.65,0.82,0.31,0.36,0.72,0.61,0.65,0.71,0.89,0.77,0.61,0.83,0.8,0.38,0.71,0.72,0.85,0.84,0.24,0.31,0.7,0.21,0.56,1.0,0.24,0.58,0.72,0.58,0.37,0.81,0.76,0.24,0.69,0.41,0.71,0.86,0.88,0.73,0.67,0.64,0.76,1.0,0.72,0.66,0.56,0.71,0.58,0.58,0.72,0.43,0.68,0.8,0.66,0.42,0.7,0.73,0.69,0.4,0.61,0.66,0.61,0.65,0.75,0.77,0.73,0.6,0.6,0.61,0.57,0.69,0.43,0.55,0.74,0.4,0.58,0.58,0.72,0.8,0.61,0.68,0.61,0.39,0.65,0.8,0.76,0.69,0.87,0.74,0.79,0.78,0.85,0.86,0.61,0.84,0.7,0.37,796.4608985024959,42.461439980190825,36.106059048309326,1.3637361739690128,0.0178045641500205,1.8776309757261351,0.8963652665507352,0.5117845117845118,0.4891480038471801,50.1639866216291,0.6222931317129734,0.3333333333333333,-0.2648204488514248,816.2794271616737,41.40748701547262,39.82494418831592
sub-108,Female,21.0,Caucasian,Questionnaire_First,Exp8,Questionaire,Credits_4,"ECG good throughout aside from one spikey part during HCT, RSP mostly clear peaks, noisy at times, EEG during RS AF8 extremely noise, TP9 and TP10 some noisy, AF7 good, EEG during TAP mostly good, some noise for TP9 and TP10, in the TAP participant misunderstood instructions was not tapping often so had to rexplain instructions 10 mins in, EEG during HCT good throughout, muse turned off at 03:10",,0.5766666666666667,0.3299999999999999,0.3533333333333333,0.5004225352112676,0.808,0.978,0.7725,0.37,0.5800000000000001,0.2925,0.565,0.2199999999999999,0.865,0.454,0.71,0.6079999999999999,0.7249999999999999,0.3275,0.234,0.7225,0.0725,0.436,0.2375,0.6224999999999999,0.1925,0.9475,0.6649999999999999,0.27,0.6619999999999999,0.5985714285714285,0.722,0.44,0.6666666666666666,0.6633333333333332,0.78,0.26,0.32,0.72,0.68,0.32,0.14,0.68,0.65,0.23,0.7,0.91,0.23,0.72,0.78,0.84,1.0,0.42,0.77,0.45,0.16,0.69,0.92,0.95,0.19,0.58,0.84,0.48,0.56,0.07,0.9,0.18,1.0,0.82,0.29,0.71,0.92,0.02,0.66,0.71,0.71,0.44,0.64,0.94,1.0,0.87,0.18,0.27,0.41,0.65,0.19,0.62,0.78,0.26,0.29,0.75,0.65,0.14,0.86,0.1,1.0,0.71,0.1,0.66,0.57,0.77,0.41,0.34,0.58,0.76,1.0,0.3,0.0,1.0,0.17,0.79,0.67,0.76,0.66,0.31,0.29,0.22,0.44,0.29,0.77,0.67,0.1,0.72,0.07,0.3,0.71,0.86,0.35,0.31,0.17,0.81,0.03,0.81,0.7,0.22,0.36,0.88,0.31,0.83,0.71,0.77,0.61,0.73,0.83,0.68,0.61,0.78,0.72,0.53,0.62,0.29,0.84,0.62,0.69,0.71,0.2,0.73,0.82,0.63,0.88,0.63,0.69,0.91,0.64,0.35,0.77,0.58,0.21,0.67,0.66,0.59,0.3,0.76,0.75,0.71,0.93,0.86,0.27,0.29,0.99,0.28,0.9,0.83,1.0,0.71,0.91,0.91,0.44,0.33,1.0,0.73,0.47,659.5386206896552,75.91312385737714,39.67311616710792,0.9214228473012304,0.0069464454296686,1.5083554790827984,5.606920868389514,0.2915492957746479,0.5494862554402887,50.09707307749672,0.324917760024183,0.6083333333333333,0.2571428571428572,684.8349120449375,65.3085024664161,31.60555520533583
sub-109,Female,18.0,White And Asian,Task_First,Exp8,Task,Credits_4,"ECG good throughout, clear R peaks, RSP mostly clear peaks, noisy at times, EEG TP10 very noisy during RS and at start of TAP then calmed down, AF8 very noisy during RS but good afterwards, TP9 and AF7 fairly good throughout",,0.5011111111111111,0.6074999999999999,0.46,0.4833802816901407,0.8780000000000001,0.72,0.3125,0.7460000000000001,0.475,0.1725,0.8350000000000001,0.6025,0.305,0.4,0.494,0.8480000000000001,0.7625,0.725,0.3319999999999999,0.3375,0.3175,0.518,0.2149999999999999,0.46,0.6074999999999999,0.6525000000000001,0.69,0.3349999999999999,0.4359999999999999,0.3985714285714286,0.662,0.385,0.3533333333333333,0.6,0.85,0.36,0.43,0.29,0.71,0.72,0.64,0.26,0.31,0.18,0.88,0.76,0.35,0.37,0.84,0.31,0.72,0.81,0.32,0.27,0.43,0.4,0.88,0.7,0.68,0.64,0.25,1.0,0.63,0.36,0.32,0.87,0.65,0.63,0.21,0.3,0.9,0.25,0.27,0.88,0.31,0.61,0.72,0.75,0.27,0.93,0.8,0.82,0.28,0.72,0.71,0.74,0.85,0.32,0.72,0.64,0.63,0.64,0.29,0.67,0.83,0.69,0.72,0.32,0.39,0.3,0.62,0.8,0.78,0.91,0.71,0.66,0.4,0.73,0.58,0.59,0.6,0.84,0.92,0.69,0.66,0.7,0.62,0.36,0.79,0.21,0.37,0.72,0.24,0.34,0.9,1.0,0.65,0.34,0.3,0.94,0.27,0.17,0.75,0.37,0.65,0.64,0.29,0.62,0.37,0.56,0.63,0.6,0.4,0.7,0.27,0.61,0.72,0.61,0.28,0.67,0.65,0.69,0.28,0.72,0.61,0.34,0.24,0.58,0.7,0.79,0.43,0.83,0.18,0.15,0.67,0.36,0.38,0.68,0.45,0.39,0.84,0.41,0.97,0.39,0.84,0.84,0.35,0.23,0.88,0.83,0.57,0.96,0.96,0.3,0.97,0.83,0.95,0.83,0.92,0.73,0.93,804.0840336134454,96.0908599408599,72.06645595611091,1.178719798856006,0.0200569610277912,1.900312384860055,1.1698544461400917,0.2694915254237288,0.6029205133836544,50.33750137198106,0.3888510638160007,0.2283333333333333,-0.4928053803045811,958.9426445347788,81.13977516616751,78.87868631401261
